Name,Mobile,Email,Source,Location,Interested Product,Lead Value,Created By,Assigned To,Status,Priority,Created At
Lakshay Choudhary,918111613686,pvenkataraman@chopra-dua.biz,LinkedIn,Kochi,Digital Marketing,58417,Team Lead,Sales1,new,hot,2025-10-31
Kaira Brar,917695702318,ira12@gmail.com,Referral,Hyderabad,ERP System,14332,Nygil Binoy,Sales1,converted,hot,2025-09-03
Ela Goda,917454411858,kauldrishya@ganguly.info,Instagram,Delhi,Digital Marketing,17090,Nygil Binoy,Sales4,closed,warm,2025-09-16
Tushar Suri,919284864040,purab60@gmail.com,LinkedIn,Delhi,ERP System,36779,Appu Saviyo,Sales3,closed,cold,2025-09-17
Prerak Roy,918590575789,dharmajan48@mahajan.com,Referral,Mumbai,ERP System,37554,Nygil Binoy,Sales4,new,hot,2025-11-03
Divyansh Bhargava,917076704744,armaan83@chaudhari-sandal.com,Referral,Mumbai,CRM,83361,Nygil Binoy,Sales1,new,cold,2025-08-30
Shanaya Tandon,916226999410,reneeramakrishnan@gmail.com,Facebook,Mumbai,Web Design,24474,Appu Saviyo,Sales5,converted,hot,2025-10-28
Aayush Solanki,917300312565,shray66@hotmail.com,Naukri,Delhi,Web Design,11029,Team Lead,Sales4,closed,hot,2025-10-18
Anaya Sachdeva,917260843171,ocomar@shere.com,LinkedIn,Mumbai,Digital Marketing,67164,Johnson Joseph,Sales5,converted,cold,2025-09-25
Saira Talwar,918347715190,vritika15@gmail.com,Facebook,Kochi,Digital Marketing,16615,Appu Saviyo,Sales4,converted,warm,2025-09-16
Lakshay Kanda,917900764163,groverhiran@hotmail.com,Referral,Kochi,Web Design,24182,Team Lead,Sales3,contacted,warm,2025-10-29
Ryan Shan,917849761315,qtailor@gara-chowdhury.biz,Instagram,Bangalore,Digital Marketing,64891,Admin,Sales5,closed,cold,2025-09-16
Tarini Sood,918378483743,khushi09@gmail.com,LinkedIn,Delhi,ERP System,62580,Appu Saviyo,Sales5,contacted,cold,2025-11-03
Indrans Gandhi,916239389148,zchaudry@gmail.com,Referral,Bangalore,Digital Marketing,78469,Appu Saviyo,Sales5,converted,warm,2025-09-26
Kanav Khanna,917376463094,jiya74@chada.net,Facebook,Kochi,ERP System,6913,Nygil Binoy,Sales3,converted,cold,2025-08-23
Prisha Ramachandran,918508119100,chanderkiaan@gmail.com,Facebook,Hyderabad,Mobile App,50882,Admin,Sales4,converted,warm,2025-11-02
Raunak Chauhan,917769224170,nirvi81@balakrishnan-gour.net,Google Ads,Kochi,CRM,33455,Nygil Binoy,Sales3,unavailable,hot,2025-08-07
Shaan Vasa,919910091063,hbrar@gmail.com,LinkedIn,Kochi,Mobile App,16003,Johnson Joseph,Sales2,new,cold,2025-09-27
Anvi Sharaf,917400661168,nzacharia@virk.com,Facebook,Mumbai,Digital Marketing,75455,Team Lead,Sales4,converted,hot,2025-09-16
Indranil Ramakrishnan,918989118886,daminisehgal@hotmail.com,Referral,Delhi,Web Design,42486,Appu Saviyo,Sales5,closed,warm,2025-09-19
Krish Aggarwal,918459034771,zbalay@swamy.com,Facebook,Mumbai,Web Design,91552,Nygil Binoy,Sales3,closed,cold,2025-11-02
Amira Kashyap,919485182026,dhawanneelofar@ghose-sarma.com,LinkedIn,Bangalore,CRM,81586,Johnson Joseph,Sales3,closed,hot,2025-09-12
Zeeshan Dash,918134391358,ykarnik@chand.com,LinkedIn,Kochi,ERP System,29059,Johnson Joseph,Sales3,new,warm,2025-09-13
Nakul Wali,918463252622,mishti84@bandi.com,Referral,Chennai,ERP System,98371,Admin,Sales5,new,cold,2025-11-02
Zain Singh,917446708474,dhanuk18@jayaraman-kar.com,Google Ads,Kochi,ERP System,70607,Appu Saviyo,Sales4,contacted,warm,2025-08-30
Dishani Bains,919417298242,bansalnavya@hotmail.com,Facebook,Hyderabad,Mobile App,67144,Johnson Joseph,Sales4,unavailable,warm,2025-10-10
Vaibhav Garg,916859324105,vivaanbahl@gmail.com,Referral,Mumbai,Mobile App,82915,Team Lead,Sales4,unavailable,hot,2025-08-30
Rhea Bir,919783421979,dkibe@gmail.com,Facebook,Hyderabad,ERP System,25450,Team Lead,Sales4,contacted,cold,2025-08-14
Riya Kanda,919538657911,rtara@chada.org,LinkedIn,Mumbai,Mobile App,84614,Team Lead,Sales5,closed,cold,2025-08-15
Ritvik Bhatia,919120787961,dhanuksampath@gmail.com,LinkedIn,Kochi,ERP System,27299,Johnson Joseph,Sales4,contacted,hot,2025-10-10
Indrans Kannan,916646275116,madhavsaxena@gmail.com,LinkedIn,Hyderabad,Mobile App,58067,Appu Saviyo,Sales3,new,cold,2025-10-31
Ahana  Sarin,916874275114,hayerprisha@kapadia-bal.org,Referral,Bangalore,Mobile App,85678,Nygil Binoy,Sales3,unavailable,hot,2025-08-06
Trisha Gulati,917743180954,umangdar@bath.biz,Instagram,Kochi,CRM,26154,Admin,Sales2,converted,warm,2025-08-08
Shayak Tara,918084701332,choudharydivit@chacko.com,Naukri,Mumbai,Digital Marketing,85793,Admin,Sales2,contacted,warm,2025-09-15
Shaan Edwin,916585965093,hrishitahora@bhasin-dalia.com,Facebook,Bangalore,Mobile App,87333,Team Lead,Sales2,new,cold,2025-08-16
Samarth Chadha,918086675353,usachdeva@hayer.info,Facebook,Kochi,Web Design,42144,Team Lead,Sales3,new,warm,2025-08-27
Nirvi Tandon,919851611772,azad13@yahoo.com,Google Ads,Hyderabad,Web Design,53021,Nygil Binoy,Sales2,new,cold,2025-09-04
Ehsaan Sawhney,919154569323,divit95@sarin.com,Naukri,Kochi,ERP System,88060,Team Lead,Sales5,converted,warm,2025-09-07
Myra Sidhu,919799177162,vbandi@gmail.com,Facebook,Chennai,ERP System,17027,Johnson Joseph,Sales3,unavailable,cold,2025-10-04
Vaibhav Kumer,917674825358,dadaakarsh@sibal.com,LinkedIn,Hyderabad,CRM,56426,Nygil Binoy,Sales2,new,hot,2025-08-28
